,Unnamed: 0,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
625,625,850,Spain,Male,35,7,110349.82,1,0,0,126355.8,0
1148,1148,613,Spain,Male,34,3,0.0,1,1,1,41724.72,0
6353,6353,598,France,Male,35,8,114212.6,1,1,1,74322.85,0
6204,6204,498,France,Male,33,1,198113.86,1,1,0,69664.35,0
2487,2487,710,France,Female,32,3,0.0,1,1,0,94790.34,0
862,862,725,France,Male,41,7,113980.21,1,1,1,116704.25,0
4793,4793,788,France,Female,41,6,0.0,1,1,1,25571.37,0
6775,6775,469,France,Female,48,5,0.0,1,1,0,160529.71,1
5738,5738,653,France,Male,38,8,119315.75,1,1,0,150468.35,0
6374,6374,503,France,Male,38,1,0.0,2,1,1,95153.24,0
1118,1118,617,Spain,Male,61,7,91070.43,1,1,1,101839.77,0
5464,5464,556,France,Female,36,2,134208.22,1,0,1,177670.57,0
9111,9111,633,Germany,Male,40,5,86172.81,2,1,1,117279.49,0
7561,7561,635,France,Male,41,4,103544.88,2,1,0,193746.55,0
2363,2363,571,France,Female,33,9,0.0,2,0,1,77519.62,0
8309,8309,749,France,Female,27,9,0.0,2,1,0,132734.87,0
4373,4373,546,Spain,Female,45,2,0.0,1,0,0,197789.83,1
8408,8408,829,Germany,Male,36,4,81795.74,2,1,0,90106.94,0
9454,9454,727,France,Male,52,4,0.0,2,1,1,118429.02,0
7330,7330,418,France,Male,34,8,155973.88,1,1,0,154208.96,0
7055,7055,620,France,Female,33,9,127638.35,1,1,1,192717.57,0
4233,4233,705,France,Male,32,3,0.0,2,0,0,129576.99,0
4318,4318,673,Germany,Female,77,10,76510.52,2,0,1,59595.66,0
7695,7695,723,Germany,Female,47,10,90450.0,2,0,0,103379.31,1
6276,6276,554,Germany,Female,54,6,108755.0,1,1,0,40914.32,1
3810,3810,477,France,Female,30,6,131286.46,1,1,0,194144.45,0
3867,3867,530,France,Male,39,2,0.0,2,1,0,197923.05,0
607,607,584,France,Male,28,10,0.0,2,1,0,19834.32,0
4679,4679,777,Spain,Female,35,3,0.0,2,1,1,17257.72,0
8996,8996,615,Spain,Male,32,5,138521.83,1,1,1,56897.1,0
5144,5144,485,France,Female,25,3,134467.26,1,1,1,113266.09,0
7546,7546,697,France,Female,42,10,0.0,2,1,0,61312.15,0
2235,2235,648,Spain,Female,56,6,157559.59,2,1,0,140991.23,1
5695,5695,787,France,Male,46,7,117685.31,2,1,1,93360.35,0
7234,7234,512,Spain,Female,35,5,124580.69,1,1,1,18785.48,0
9780,9780,816,Germany,Female,40,9,109003.26,1,1,1,79580.56,0
3499,3499,617,France,Male,74,10,0.0,2,1,1,53949.98,0
1317,1317,789,France,Male,37,3,0.0,1,1,0,121883.87,1
8072,8072,780,Germany,Male,51,4,126725.25,1,1,0,195259.31,1
5363,5363,771,Spain,Male,51,5,135506.58,3,1,1,152479.64,1
5817,5817,613,Germany,Male,69,9,78778.49,1,0,1,8751.59,0
8065,8065,430,Germany,Male,49,3,137115.16,1,1,0,146516.86,1
6651,6651,600,France,Male,46,10,95502.21,1,0,0,19842.18,0
2929,2929,744,Germany,Male,32,4,96106.83,1,1,1,79812.77,0
8097,8097,626,France,Female,52,0,0.0,2,1,0,32159.46,1
3093,3093,627,Spain,Male,41,5,100880.76,1,0,1,134665.25,0
445,445,748,France,Female,26,1,77780.29,1,0,1,183049.41,0
9301,9301,623,Spain,Female,43,4,123536.52,2,0,0,154908.52,0
7309,7309,547,Spain,Female,22,7,141287.15,1,1,0,118142.79,0
5628,5628,681,Germany,Female,44,3,105206.7,2,1,1,163558.36,0
7331,7331,797,Spain,Male,59,4,129321.44,1,1,1,93624.55,0
4004,4004,530,Spain,Female,41,4,0.0,2,0,1,147606.71,0
8621,8621,568,France,Male,33,7,0.0,2,1,0,143450.61,0
7558,7558,622,Spain,Female,36,0,108960.0,2,1,0,111180.3,1
2847,2847,529,Spain,Male,38,7,99842.5,2,1,0,90256.06,1
6519,6519,669,Germany,Female,50,4,112650.89,1,0,0,166386.22,1
778,778,754,France,Male,28,8,0.0,2,1,1,52615.62,0
1375,1375,429,France,Female,27,6,117307.44,2,1,1,24020.49,0
1075,1075,743,Germany,Female,32,6,140348.56,2,1,1,163254.39,0
3925,3925,566,Spain,Male,44,5,0.0,2,1,0,66462.79,0
4760,4760,850,France,Male,40,1,76914.21,1,1,0,174183.44,0
6916,6916,654,France,Female,24,8,145081.73,1,1,1,130075.07,0
769,769,531,France,Female,63,1,114715.71,1,0,1,24506.95,1
7122,7122,527,Spain,Female,46,10,131414.76,1,1,0,54947.51,0
2678,2678,819,France,Female,38,10,0.0,2,1,0,30498.7,0
3731,3731,554,Germany,Female,51,7,105701.91,1,0,1,179797.79,1
7039,7039,523,Germany,Male,60,1,163894.35,1,0,1,57061.71,0
8587,8587,588,Germany,Male,41,2,131341.46,2,0,1,7034.94,0
4425,4425,717,France,Female,28,1,90537.16,1,0,1,74800.99,0
1518,1518,710,Spain,Female,36,8,0.0,2,0,0,83206.19,0
6920,6920,644,France,Male,38,3,0.0,2,1,1,79928.41,0
995,995,610,Spain,Male,29,9,0.0,3,0,1,83912.24,0
3514,3514,643,Spain,Female,32,2,0.0,1,0,0,131301.74,0
4437,4437,736,France,Female,24,0,0.0,2,1,0,109355.73,1
9169,9169,766,France,Female,45,6,0.0,2,0,0,147184.74,0
6854,6854,738,Spain,Male,36,5,0.0,2,1,1,96881.32,0
754,754,838,Spain,Female,39,5,166733.92,2,1,0,14279.44,0
3474,3474,720,Spain,Male,33,6,97188.62,1,0,0,91881.29,0
3814,3814,646,France,Male,30,7,0.0,2,1,0,153566.97,0
5084,5084,774,France,Male,49,1,142767.39,1,1,1,8214.41,0
1970,1970,666,France,Female,41,10,141162.08,1,1,0,50908.48,0
7649,7649,715,France,Female,31,3,110581.29,1,1,1,94715.24,0
6561,6561,445,Germany,Female,48,7,168286.58,1,1,0,16645.77,1
7529,7529,579,France,Female,33,1,118392.75,1,1,1,157564.75,0
5621,5621,569,France,Female,44,4,0.0,2,0,0,134394.78,0
1836,1836,767,Spain,Male,31,6,0.0,2,1,1,195668.0,0
715,715,786,France,Male,34,9,0.0,2,1,0,144517.19,0
4369,4369,662,France,Female,22,2,126362.57,2,1,1,97382.8,0
6154,6154,754,Germany,Female,39,3,160761.41,1,1,1,24156.03,0
9315,9315,694,France,Male,42,8,133767.19,1,1,0,36405.21,0
3213,3213,827,Spain,Male,46,1,183276.32,1,1,1,13460.27,0
1199,1199,645,France,Male,41,7,0.0,1,0,1,28667.56,0
1803,1803,577,France,Female,26,1,180530.51,1,0,0,123454.62,0
5995,5995,622,France,Male,59,5,119380.37,1,1,1,60429.43,0
2219,2219,631,Germany,Female,34,6,125227.82,2,0,1,128247.03,0
906,906,685,France,Male,33,6,174912.72,1,1,1,43932.54,0
657,657,601,Germany,Female,54,1,131039.97,2,1,1,199661.5,0
3551,3551,604,France,Male,31,6,134837.58,1,1,0,192029.19,0
3120,3120,590,Spain,Female,23,7,0.0,2,1,0,196789.9,0
6986,6986,627,Spain,Male,48,1,132759.8,1,1,0,78899.22,0
8219,8219,572,France,Female,39,2,0.0,2,1,1,555.28,0
6821,6821,802,France,Female,39,7,120145.96,2,0,1,59497.01,1
4709,4709,554,France,Male,31,1,0.0,2,0,1,192660.55,0
1673,1673,652,Germany,Female,26,1,131908.35,1,1,1,179269.79,0
3532,3532,778,Germany,Female,37,0,105617.73,2,1,1,133699.82,1
9007,9007,726,France,Male,31,9,0.0,2,1,1,106117.3,0
2826,2826,693,France,Female,43,4,152341.55,1,1,0,9241.78,0
1841,1841,501,France,Female,34,3,107747.57,1,1,0,9249.36,0
5137,5137,698,France,Female,51,6,144237.91,4,1,0,157143.61,1
3823,3823,627,France,Male,31,8,128131.73,1,1,0,96131.47,0
6636,6636,575,France,Male,24,2,0.0,2,1,1,119927.81,0
9973,9973,611,France,Male,27,7,0.0,2,1,1,157474.1,0
3199,3199,548,France,Female,46,1,0.0,1,1,1,104469.06,1
2220,2220,714,Germany,Female,49,5,140510.89,1,1,0,141914.94,0
4376,4376,614,France,Female,34,5,0.0,2,1,0,185561.89,0
9558,9558,623,Spain,Male,46,4,0.0,1,1,0,5549.11,1
8968,8968,717,Germany,Female,33,0,115777.23,1,1,1,81508.1,0
7765,7765,683,Germany,Female,49,7,108797.63,2,0,0,140763.18,0
4535,4535,727,Germany,Male,37,9,101191.83,1,1,1,34551.35,1
8243,8243,825,France,Male,29,3,148874.01,2,0,1,71192.82,0
5636,5636,584,France,Male,33,3,0.0,2,0,1,59103.13,0
4532,4532,548,Spain,Male,38,0,178056.54,2,1,0,38434.73,0
4280,4280,766,Germany,Female,62,7,142724.48,1,0,1,5893.23,1
5835,5835,609,Spain,Male,37,5,129312.79,1,1,1,26793.82,0
1654,1654,446,France,Male,32,8,0.0,2,0,0,133292.94,0
6100,6100,796,France,Male,30,2,137262.71,2,1,0,62905.29,0
7866,7866,666,France,Female,38,6,127043.09,1,1,1,8247.0,0
6421,6421,616,France,Male,23,8,73112.95,1,1,1,62733.05,0
6679,6679,470,Spain,Male,30,4,125385.01,1,1,0,68293.93,0
3934,3934,581,Spain,Female,46,1,0.0,2,1,0,104272.04,0
9445,9445,689,Spain,Female,28,5,95328.6,1,1,0,6129.61,1
4163,4163,627,France,Female,35,7,0.0,2,0,1,193022.44,0
7919,7919,593,Spain,Male,31,8,112713.34,1,1,1,176868.89,0
55,55,619,France,Male,43,1,125211.92,1,1,1,113410.49,0
1041,1041,722,France,Male,30,5,0.0,2,1,0,166376.54,0
1934,1934,726,Germany,Male,30,5,111375.32,2,1,0,2704.09,0
1977,1977,717,Spain,Male,35,1,0.0,3,0,0,174770.14,1
3649,3649,597,France,Male,41,4,153198.23,1,1,1,92090.36,0
5202,5202,597,Germany,Female,22,6,101528.61,1,1,0,70529.0,1
6879,6879,665,France,Male,25,7,90920.75,1,0,1,112256.57,0
7351,7351,654,Spain,Male,34,5,0.0,2,1,0,159311.46,0
1582,1582,690,France,Male,38,1,94456.0,2,0,1,55034.02,0
564,564,689,Spain,Female,38,6,121021.05,1,1,1,12182.15,0
8376,8376,601,France,Male,39,3,72647.64,1,1,0,41777.9,1
6292,6292,494,France,Female,33,1,137853.0,1,0,1,90273.85,0
6832,6832,594,Germany,Female,21,2,87096.82,2,1,0,168186.11,0
9140,9140,449,France,Female,21,7,0.0,2,0,0,175743.92,0
4370,4370,725,France,Male,39,4,160652.45,2,1,0,57643.55,0
1587,1587,592,France,Female,37,7,0.0,2,1,1,126726.33,0
3191,3191,590,France,Male,32,5,0.0,2,1,0,59249.83,0
2385,2385,623,France,Male,27,4,120509.81,1,0,0,142170.44,0
8419,8419,677,Germany,Female,26,6,98723.67,1,0,1,151146.67,0
8857,8857,624,France,Male,36,6,0.0,2,0,0,84749.96,0
9486,9486,753,France,Male,32,6,177729.13,1,1,1,161642.08,0
7368,7368,850,Germany,Female,36,3,169025.83,1,1,0,174235.06,0
8355,8355,504,Spain,Male,44,4,113522.64,1,1,1,12405.2,0
8033,8033,850,Spain,Male,36,6,0.0,2,0,1,41291.05,0
6467,6467,540,France,Female,31,7,0.0,1,0,1,183051.6,1
4769,4769,559,Spain,Female,31,1,139183.06,1,0,1,143360.56,0
7014,7014,463,Spain,Female,35,2,0.0,2,1,1,1950.93,0
3073,3073,531,Germany,Female,32,0,109570.21,2,1,1,172049.84,0
8167,8167,713,Germany,Female,24,7,147687.24,1,1,1,121592.5,0
2214,2214,850,France,Female,26,4,62610.96,2,0,1,179365.1,0
6046,6046,593,Germany,Male,69,2,187013.13,2,0,1,105898.69,0
4070,4070,676,Spain,Male,48,1,131659.59,2,0,1,14152.15,0
7867,7867,640,Spain,Female,46,3,0.0,1,1,1,156260.08,0
5211,5211,749,Germany,Male,22,4,94762.16,2,1,1,42241.54,0
8094,8094,614,Spain,Male,66,2,0.0,2,0,1,180082.7,0
7949,7949,530,France,Male,52,1,106723.28,1,0,0,109960.4,1
729,729,499,France,Female,57,1,0.0,1,0,0,131372.38,1
3122,3122,676,France,Male,29,4,140720.93,1,1,0,36221.18,0
1508,1508,576,France,Male,36,6,0.0,2,1,1,48314.0,0
8499,8499,498,Germany,Male,35,2,121968.11,2,0,1,188343.05,0
3875,3875,704,Spain,Female,37,9,155619.58,1,1,1,135088.58,0
7921,7921,588,Spain,Female,35,7,0.0,2,1,1,108739.15,0
2229,2229,757,Spain,Male,44,5,140856.16,2,1,0,158735.1,0
9061,9061,567,France,Female,38,1,125877.65,2,1,1,107841.77,0
2632,2632,638,Spain,Male,48,2,0.0,2,1,1,7919.08,0
2021,2021,716,Germany,Female,18,3,128743.8,1,0,0,197322.13,0
8743,8743,450,Spain,Male,25,9,74237.2,2,0,1,195463.35,0
3993,3993,696,Spain,Male,40,3,153639.11,1,1,1,138351.68,0
2261,2261,763,Germany,Female,61,1,66101.89,1,1,1,143981.27,0
5472,5472,457,Germany,Male,42,4,126772.57,1,0,1,126106.4,0
4402,4402,710,Germany,Female,46,10,120530.34,1,1,0,166586.99,1
6512,6512,487,France,Male,24,7,133628.09,2,1,1,98570.01,0
1252,1252,693,France,Male,68,4,97705.99,1,1,1,61569.07,0
9573,9573,652,Germany,Male,35,7,104015.54,2,1,1,55207.88,0
4487,4487,696,Germany,Male,31,3,150604.52,1,0,0,5566.6,0
427,427,702,France,Male,45,0,80793.58,1,1,1,27474.81,0
8889,8889,580,France,Female,39,9,128362.59,1,1,0,86044.98,0
1787,1787,669,France,Male,25,1,157848.53,1,0,0,37543.93,1
3794,3794,496,France,Male,32,4,127845.83,1,1,0,66469.2,0
9673,9673,643,France,Male,62,9,0.0,2,0,0,155870.82,0
4068,4068,631,Spain,Male,23,3,0.0,2,1,0,13813.24,0
8100,8100,663,France,Male,40,6,156218.19,1,0,1,33607.72,0
7381,7381,620,Germany,Female,25,8,141825.88,1,1,1,73857.94,1
5524,5524,641,France,Female,53,0,123835.52,2,0,1,160110.65,0
7142,7142,612,Spain,Female,63,2,131629.17,2,1,0,122109.58,1
5514,5514,641,France,Male,65,6,38340.02,1,1,0,32607.77,1
9703,9703,682,Germany,Female,43,7,111094.05,2,1,1,64679.3,0
3713,3713,709,Germany,Male,22,0,112949.71,1,0,0,155231.55,0
1240,1240,579,France,Male,36,9,129829.59,1,1,1,60906.12,0
1962,1962,358,Spain,Female,52,8,143542.36,3,1,0,141959.11,1
9850,9850,459,France,Male,26,4,149879.66,1,0,0,50016.17,0
3332,3332,735,France,Male,31,3,119558.35,1,0,0,72927.68,0
2438,2438,628,Germany,Female,61,1,97361.66,1,1,1,149922.38,1
1757,1757,523,Germany,Female,39,1,143903.11,1,1,1,118711.75,1
7859,7859,766,Germany,Female,28,3,62717.84,2,1,1,13182.43,0
6359,6359,650,Germany,Female,45,9,152367.21,3,1,0,150835.21,1
8405,8405,583,France,Male,40,3,0.0,2,1,0,47728.0,0
8565,8565,632,France,Female,40,9,139625.34,1,1,0,93702.96,1
2660,2660,767,France,Female,44,2,152509.25,1,1,1,136915.15,0
9464,9464,740,France,Male,39,9,0.0,2,1,0,19047.23,0
9158,9158,540,Spain,Female,31,10,118158.74,1,1,1,158027.57,0
3614,3614,558,Germany,Female,36,0,126606.63,2,1,1,172363.52,0
4448,4448,565,Germany,Female,40,1,89994.71,2,0,1,121084.27,0
1305,1305,811,Germany,Male,52,10,76915.4,1,0,0,146359.81,1
1321,1321,724,France,Male,40,6,0.0,2,0,0,106149.48,0
4667,4667,749,Germany,Male,54,3,144768.94,1,1,0,93336.3,1
2356,2356,625,Germany,Female,37,4,142711.81,1,1,0,35625.41,0
2984,2984,663,France,Male,35,9,0.0,2,1,1,195580.28,0
7741,7741,441,France,Male,60,1,140614.15,1,0,1,174381.23,0
1617,1617,557,Spain,Female,40,4,0.0,2,0,1,105433.53,0
5812,5812,850,France,Male,41,3,136416.82,1,0,1,57844.26,0
7360,7360,644,Spain,Male,54,6,0.0,1,0,1,84622.37,0
5423,5423,794,France,Male,35,6,0.0,2,1,1,68730.91,0
9682,9682,686,Germany,Female,39,4,157731.6,2,1,0,162820.6,0
5707,5707,746,France,Male,25,9,0.0,2,0,1,88728.47,0
6671,6671,677,France,Female,49,3,0.0,2,1,1,187811.71,0
3064,3064,506,Spain,Male,35,6,110046.93,2,1,0,26318.73,0
5485,5485,573,Spain,Male,38,4,0.0,2,1,1,196517.43,0
7700,7700,752,Spain,Female,31,4,144637.86,2,1,0,40496.72,0
1910,1910,617,Spain,Male,42,0,70105.87,1,1,1,120830.73,0
5862,5862,682,France,Male,40,4,0.0,2,1,1,140745.91,0
8389,8389,743,Spain,Male,25,6,0.0,2,1,0,129740.11,0
2480,2480,638,Germany,Male,37,2,89728.86,2,1,1,37294.88,0
565,565,543,France,Male,36,4,0.0,2,1,1,141210.5,0
6530,6530,511,Germany,Female,75,9,105609.17,1,0,1,105425.18,0
5997,5997,640,France,Female,20,4,0.0,2,0,1,78310.82,0
5025,5025,728,France,Male,37,3,122689.51,2,0,0,106977.53,1
4749,4749,570,Germany,Male,29,4,122028.65,2,1,1,173792.77,0
6876,6876,591,France,Female,42,10,0.0,2,0,0,171099.22,0
7367,7367,606,Spain,Male,42,10,0.0,2,1,0,177938.52,0
1436,1436,576,Germany,Male,28,1,119336.29,2,0,1,58976.85,0
9586,9586,546,France,Female,20,6,0.0,1,0,1,20508.85,0
9592,9592,668,Germany,Female,28,1,124511.01,1,0,0,114258.18,0
4571,4571,598,Germany,Male,20,8,180293.84,2,1,1,29552.7,0
2149,2149,836,Spain,Male,57,4,101247.06,1,1,0,37141.62,1
4525,4525,581,Spain,Male,43,9,78022.61,1,0,1,30662.91,0
668,668,695,Spain,Male,46,3,122549.64,1,1,1,56297.85,0
7061,7061,603,Germany,Female,35,9,145623.36,1,1,0,163181.62,0
8879,8879,809,France,Male,43,2,0.0,2,1,1,132908.07,0
4637,4637,758,France,Female,30,3,141581.08,1,1,0,156249.06,0
5036,5036,699,Germany,Male,59,3,106819.65,1,0,1,163570.25,0
2397,2397,671,Spain,Female,34,10,0.0,1,1,0,23235.38,0
3635,3635,740,France,Female,37,5,0.0,2,1,1,27528.4,0
1926,1926,693,France,Male,31,1,0.0,2,0,1,182270.88,0
243,243,659,Germany,Male,67,6,117411.6,1,1,1,45071.09,1
5858,5858,570,France,Female,30,10,176173.52,1,1,0,97045.32,1
8089,8089,692,Germany,Male,24,2,120596.93,1,0,1,180490.53,0
218,218,807,France,Male,43,1,105799.32,2,1,0,34888.04,1
2327,2327,644,France,Male,30,5,44928.88,1,1,1,10771.46,0
5328,5328,667,Germany,Male,27,2,138032.15,1,1,0,166317.71,0
4085,4085,520,France,Male,34,4,134007.9,1,1,1,193209.11,0
5766,5766,556,France,Male,40,5,125909.85,1,1,1,95124.4,0
6175,6175,503,Spain,Male,31,4,0.0,2,1,1,21645.06,0
9435,9435,685,Germany,Male,38,4,111798.06,2,1,1,102184.66,0
4040,4040,701,France,Male,37,8,107798.85,1,1,0,16966.73,0
1558,1558,571,France,Female,35,1,104783.81,2,0,1,178512.52,0
279,279,714,France,Male,46,1,0.0,1,1,0,152167.79,1
5119,5119,700,France,Male,37,3,77608.46,2,1,1,175373.46,0
1276,1276,635,Germany,Male,37,5,113488.68,1,1,0,95611.74,1
5172,5172,553,France,Male,37,2,0.0,2,1,0,33877.29,0
4357,4357,755,France,Male,36,8,0.0,2,1,0,176809.87,0
8362,8362,567,France,Male,36,7,0.0,2,0,1,3896.08,0
4112,4112,700,France,Female,30,9,0.0,1,1,1,174971.64,0
6,6,822,France,Male,50,7,0.0,2,1,1,10062.8,0
3968,3968,649,Germany,Male,40,4,95001.33,1,0,1,123202.99,0
5319,5319,645,Germany,Male,25,1,157404.02,2,1,0,93073.04,0
2861,2861,525,France,Female,25,6,0.0,2,1,0,89566.64,0
2897,2897,528,Germany,Female,29,9,170214.23,2,1,0,49284.0,0
9137,9137,535,France,Female,38,0,135919.33,1,1,0,80425.65,0
6096,6096,642,Germany,Male,41,4,157777.58,1,1,0,67484.6,0
5721,5721,696,Germany,Male,49,5,97036.22,2,1,0,152450.84,1
1365,1365,625,France,Male,43,8,201696.07,1,1,0,133020.9,1
7550,7550,688,France,Female,38,7,123544.21,1,1,1,157664.02,0
840,840,732,Germany,Male,50,6,145338.76,1,0,0,91936.1,1
2813,2813,758,France,Female,52,7,125095.94,1,1,0,171189.83,1
5804,5804,625,Germany,Female,35,5,86147.46,2,1,0,163440.8,1
5964,5964,599,Spain,Male,35,6,137102.65,1,0,0,76870.81,0
1202,1202,529,France,Male,22,5,0.0,1,1,0,151169.83,0
1498,1498,595,Germany,Female,25,7,106570.34,2,0,1,177025.79,0
1418,1418,521,Germany,Female,40,9,134504.78,1,1,0,18082.06,0
7160,7160,640,Germany,Male,23,3,72012.76,1,1,0,161333.13,0
8107,8107,560,France,Male,50,3,0.0,2,1,0,84531.79,0
3509,3509,777,France,Male,37,1,0.0,1,1,1,126837.72,0
4746,4746,757,France,Male,32,9,0.0,2,1,0,115950.96,0
5864,5864,729,France,Female,32,9,0.0,2,0,0,150803.44,0
4362,4362,571,Spain,Female,22,3,108117.1,1,0,1,53328.7,0
3520,3520,554,France,Female,43,10,0.0,2,1,0,149629.13,1
7776,7776,736,France,Female,63,10,0.0,2,0,1,502.7,0
8684,8684,813,Germany,Male,27,6,111348.15,1,1,0,46422.46,0
8688,8688,637,Germany,Male,40,9,154309.67,1,1,1,125334.16,1
4838,4838,556,France,Female,40,9,129860.37,1,0,0,17992.94,0
2122,2122,765,Spain,Female,32,9,178095.55,1,0,0,47247.56,0
5167,5167,726,France,Male,29,7,0.0,2,1,1,91844.14,1
4755,4755,720,France,Female,37,2,120328.88,2,1,1,138470.21,0
766,766,700,France,Female,82,2,0.0,2,0,1,182055.36,0
5253,5253,655,Spain,Female,27,9,0.0,2,0,0,108008.05,0
1171,1171,693,Germany,Male,40,0,120711.73,1,0,0,27345.18,1
9943,9943,784,Spain,Male,23,2,0.0,1,1,1,6847.73,0
5588,5588,593,France,Female,35,6,133489.12,2,1,1,78101.29,0
8174,8174,564,Spain,Male,31,0,125175.58,1,1,1,72757.33,0
3601,3601,608,France,Male,50,6,0.0,1,1,0,93568.77,1
712,712,632,Spain,Male,38,1,120599.21,1,1,0,92816.86,0
661,661,694,Spain,Male,57,8,116326.07,1,1,1,117704.65,0
3910,3910,620,France,Female,70,3,87926.24,2,1,0,33350.26,1
5176,5176,756,France,Female,28,6,0.0,1,1,1,164394.65,0
8834,8834,657,France,Male,34,3,107136.6,1,1,0,153895.46,0
9243,9243,505,Spain,Male,37,0,134006.39,1,1,1,93736.69,0
7230,7230,670,France,Male,37,2,0.0,2,1,1,54229.74,0
7370,7370,655,France,Male,37,4,0.0,2,1,1,142415.97,0
8091,8091,768,France,Male,29,2,95984.69,2,1,1,73686.75,0
6903,6903,584,Germany,Female,41,3,88594.93,1,1,0,178997.89,0
9409,9409,570,Spain,Male,34,10,0.0,2,0,1,183387.12,0
8142,8142,615,France,Male,41,4,130385.82,1,0,1,130661.95,0
6861,6861,605,Spain,Male,41,5,103154.66,1,0,0,143203.78,0
486,486,641,France,Male,37,7,0.0,2,1,0,75248.3,0
5146,5146,850,Germany,Male,32,2,128647.98,2,0,0,54416.18,0
518,518,698,France,Male,48,4,101238.24,2,0,1,177815.87,1
7441,7441,721,France,Male,54,5,0.0,2,1,1,4493.12,0
9542,9542,644,Spain,Male,37,9,0.0,2,1,1,96442.86,0
9679,9679,472,France,Male,19,9,0.0,2,1,0,3453.4,0
6619,6619,647,France,Male,32,5,97041.16,1,1,1,23132.73,0
5106,5106,600,France,Female,32,1,78535.25,1,1,0,64349.6,0
6580,6580,527,Germany,Female,30,6,126663.51,1,1,1,162267.91,0
9101,9101,597,Spain,Male,38,6,115702.67,2,1,1,25059.05,0
7392,7392,596,Spain,Male,67,6,0.0,2,1,1,138350.74,0
235,235,763,Germany,Male,42,6,100160.75,1,1,0,33462.94,1
7453,7453,778,Germany,Female,35,1,151958.19,3,1,1,131238.37,1
5768,5768,674,France,Male,36,2,154525.7,1,0,1,27468.72,0
761,761,693,France,Female,35,5,124151.09,1,1,0,88705.14,1
6345,6345,754,France,Female,35,4,0.0,2,1,0,44830.71,0
1122,1122,698,Germany,Male,56,1,112414.81,2,0,0,93982.02,1
2343,2343,706,Germany,Male,38,5,163034.82,2,1,1,135662.17,0
1034,1034,663,France,Male,46,3,0.0,2,0,1,176276.1,0
8003,8003,603,Spain,Male,57,6,105000.85,2,1,1,87412.24,1
6234,6234,540,France,Male,37,6,0.0,2,1,0,141998.89,0
6907,6907,519,France,Male,34,5,0.0,1,1,0,68479.6,0
2916,2916,651,France,Male,56,2,0.0,1,1,0,114522.68,1
8149,8149,492,Germany,Female,38,8,57068.43,2,1,0,188974.81,0
5130,5130,691,Germany,Male,38,9,163965.69,2,0,1,103511.26,0
6231,6231,631,Germany,Male,48,1,106396.48,1,1,1,150661.42,1
1152,1152,652,Germany,Male,45,2,151421.44,1,0,1,115333.43,0
4285,4285,623,France,Male,40,5,118788.57,1,1,0,192867.4,0
8226,8226,804,Spain,Female,38,3,124197.22,1,1,0,74692.06,0
7412,7412,697,France,Male,36,7,0.0,2,1,1,74760.32,0
4740,4740,535,France,Male,30,6,103804.97,1,1,1,125710.53,0
5830,5830,684,Germany,Male,37,4,138476.41,2,1,1,52367.29,0
5508,5508,656,France,Female,75,3,0.0,2,1,1,1276.87,0
6415,6415,674,France,Female,42,9,0.0,2,1,0,4292.72,0
3783,3783,647,Spain,Female,26,8,109958.15,1,1,1,136592.24,1
3240,3240,580,France,Male,50,0,125647.36,1,1,0,57541.08,1
8540,8540,484,Germany,Male,40,7,106901.42,2,0,0,118045.98,0
4382,4382,622,France,Female,39,9,83456.79,2,0,0,38882.34,0
8099,8099,633,France,Male,38,2,91902.56,2,1,1,107673.35,0
7519,7519,583,France,Female,42,7,0.0,2,1,0,144039.05,0
2226,2226,790,Spain,Male,46,2,131365.37,2,1,1,180290.68,0
5415,5415,850,France,Female,28,1,105245.34,1,0,1,74780.13,0
6849,6849,716,France,Female,44,1,0.0,1,1,1,152108.47,0
4148,4148,654,France,Male,32,6,0.0,2,1,1,137898.57,0
5226,5226,481,Spain,Male,39,1,111233.09,1,1,1,123995.15,0
1050,1050,682,France,Male,30,4,0.0,1,0,1,161465.31,0
9309,9309,678,Germany,Male,83,6,123356.63,1,0,1,92934.41,0
6731,6731,503,France,Male,32,4,0.0,2,1,1,153036.97,0
4301,4301,615,France,Male,32,1,0.0,2,0,0,2139.25,0
7814,7814,647,Germany,Female,33,3,168560.46,2,0,0,90270.16,0
4327,4327,678,Germany,Female,30,1,139676.95,2,0,1,16146.0,0
496,496,622,France,Female,32,6,169089.38,2,1,0,101057.95,0
7659,7659,680,France,Male,31,10,113292.17,1,1,1,122639.73,0
833,833,634,Germany,Male,37,3,111432.77,2,1,1,167032.49,0
1647,1647,703,France,Female,45,7,0.0,2,1,1,68831.72,0
7119,7119,621,France,Male,31,7,136658.61,1,1,1,148689.13,0
6117,6117,850,Spain,Male,37,2,0.0,2,1,0,119969.99,0
85,85,652,Spain,Female,75,10,0.0,2,1,1,114675.75,0
1159,1159,729,Spain,Male,37,10,0.0,2,1,0,100862.54,0
4409,4409,756,Germany,Male,41,6,149049.92,1,0,1,50422.36,1
1128,1128,675,France,Female,32,2,155663.31,1,1,0,97658.66,0
9798,9798,600,Germany,Male,30,2,119755.0,1,1,1,21852.91,0
5769,5769,570,France,Female,29,0,0.0,1,1,0,37092.43,0
9239,9239,583,Germany,Female,32,7,94753.55,2,1,1,18149.03,0
8762,8762,350,France,Female,60,3,0.0,1,0,0,113796.15,1
